t,x1,y1,z1,x2,y2,z2,x3,y3,z3,xd1,yd1,zd1,xd2,yd2,zd2,xd3,yd3,zd3,PosConstrNorm,VelConstrNorm,AccConstrNorm
0.3400000000000002,3.293199046794371e-17,0.1,0.12,0.10537411634713242,0.040385543831605454,0.09881954995589952,0.21077823269426482,4.7800751479775647e-17,3.522641904980591e-17,9.71445146547012e-17,-2.7546895527763144e-17,1.1916535190569148e-17,0.017181049314998045,-0.027878555852515943,-0.006927245170063644,0.034362098629996035,1.420701925061402e-16,4.379475339882244e-17,6.959770112065179e-5,1.5072241512480022e-14,1.0843512316788812e-14
0.3500000000000002,3.390343561449072e-17,0.1,0.12,0.10554626402066665,0.04010696530191629,0.09874926574689383,0.21112252804133327,4.9220210806292593e-17,3.5595459174234554e-17,9.71445146547012e-17,-2.7546895527763144e-17,2.2059890554213985e-17,0.017248333509865193,-0.027836961905834054,-0.0071295831108689174,0.034496667019730365,1.422986070066516e-16,2.642731604269009e-17,6.959770112101382e-5,1.5640614908053503e-14,1.8178324364211713e-14
0.3600000000000002,3.487488076103773e-17,0.1,0.12,0.10571907998441409,0.03982880836198814,0.09867695856537702,0.21146815996882815,5.0643394898594495e-17,3.5881270228503696e-17,9.71445146547012e-17,-2.7546895527763144e-17,3.2203245917858823e-17,0.017314707828065348,-0.02779423740529448,-0.007331839541027409,0.034629415656130605,1.4350013667729809e-16,3.242606962666084e-17,6.959770112134851e-5,1.621123400343015e-14,1.925780443434663e-14
0.3700000000000002,3.584632590758474e-17,0.1,0.12,0.10589255515361834,0.039551084332415797,0.09860262923050322,0.21181511030723665,5.2080372880758946e-17,3.6160931556170935e-17,9.71445146547012e-17,-2.7546895527763144e-17,3.855704002411646e-17,0.017380175061350638,-0.02775037931912193,-0.007534013639929143,0.03476035012270115,1.435976400847109e-16,1.771104813598773e-17,6.959770112169859e-5,1.6803617784042837e-14,9.539020252132983e-15
0.3800000000000002,3.681777105413175e-17,0.1,0.12,0.10606668047112888,0.03927380456472613,0.09852627856996936,0.21216336094225774,5.351737726588812e-17,3.6348614765697746e-17,9.71445146547012e-17,-2.7546895527763144e-17,2.841368466047162e-17,0.01744473793889849,-0.02770538449283859,-0.0077361045191925775,0.03488947587779699,1.4352280282897691e-16,2.0718504523733858e-17,6.959770112201477e-5,1.7350327434570912e-14,7.623890945484552e-15
0.39000000000000024,3.778921620067876e-17,0.1,0.12,0.10624144690676818,0.03899698044260022,0.09844790742070589,0.21251289381353633,5.495547932181279e-17,3.6606331911278776e-17,9.71445146547012e-17,-2.7546895527763144e-17,2.841368466047162e-17,0.017508399125890688,-0.027659249650248664,-0.00793811122005277,0.03501679825178133,1.443379186184405e-16,1.9250788242394442e-17,6.959770112236796e-5,1.7932169541119728e-14,1.430432618727092e-14
0.40000000000000024,3.876066134722577e-17,0.1,0.12,0.10641684545668476,0.03872062338308546,0.0983675166295937,0.21286369091336949,5.63928507514351e-17,3.678046448448683e-17,9.71445146547012e-17,-2.7546895527763144e-17,3.2203245917858823e-17,0.017571161222143184,-0.027611971394455148,-0.00814003271075864,0.03514232244428629,1.4260692293809706e-16,6.099976491003479e-18,6.959770112270321e-5,1.8494162925670285e-14,5.396914607273138e-15
0.41000000000000025,3.973210649377278e-17,0.1,0.12,0.10659286714269302,0.038444744837797376,0.09828510705420693,0.213215734285386,5.781368555699107e-17,3.6797996024204e-17,9.71445146547012e-17,-2.7546895527763144e-17,2.841368466047162e-17,0.017633026760789126,-0.027563546208906883,-0.008341867883979316,0.03526605352157816,1.4087136805728863e-16,1.6977510293578942e-18,6.95977011230402e-5,1.9089641624853642e-14,1.674937830555496e-14
0.42000000000000026,4.070355164031979e-17,0.1,0.12,0.10676950301159994,0.03816935629411079,0.0982006795635817,0.21356900602319986,5.922422219635747e-17,3.6844314009388785e-17,9.71445146547012e-17,-2.7546895527763144e-17,2.841368466047162e-17,0.017693998207011317,-0.027513970458477338,-0.008543615554219255,0.03538799641402256,1.4137932935719737e-16,1.973464060566708e-17,6.959770112337204e-5,1.9661722733738285e-14,2.315628223915799e-14
0.43000000000000027,4.1674996786866797e-17,0.1,0.12,0.10694674413451949,0.03789446927634007,0.09811423503901061,0.21392348826903895,6.063868854911202e-17,3.698722702457729e-17,9.71445146547012e-17,-2.7546895527763144e-17,3.855704002411646e-17,0.017754077956825275,-0.02746324039057425,-0.00874527445524287,0.03550815591365046,1.417444260906365e-16,1.8025459833877678e-17,6.95977011237187e-5,2.023713708172098e-14,1.3431173733804005e-14
0.4400000000000003,4.2646441933413806e-17,0.1,0.12,0.10712458160617508,0.03762009534690807,0.09802577437486308,0.21427916321235013,6.205878609155482e-17,3.710953937903179e-17,9.71445146547012e-17,-2.7546895527763144e-17,5.089342852282333e-17,0.017813268335910813,-0.027411352136280927,-0.008946843237507556,0.03562653667182157,1.4286140134886171e-16,5.5441003026635466e-18,6.959770112404998e-5,2.08126220218629e-14,9.764523725068099e-15
0.4500000000000003,4.3617887079960816e-17,0.1,0.12,0.10730300654419055,0.03734624610750358,0.09793529847943111,0.21463601308838107,6.348113625415142e-17,3.718261698537619e-17,9.71445146547012e-17,-2.7546895527763144e-17,5.089342852282333e-17,0.01787157159849225,-0.027358301711528688,-0.00914832046560624,0.035743143196984434,1.4134683783995948e-16,6.4711762048118775e-18,6.959770112439038e-5,2.1410743741046906e-14,3.164635693966318e-15
0.4600000000000003,4.4589332226507826e-17,0.1,0.12,0.1074820100883702,0.03707293320022682,0.09784280827580073,0.21499402017674038,6.489795405782934e-17,3.718548521301556e-17,9.71445146547012e-17,-2.7546895527763144e-17,5.089342852282333e-17,0.017928989926265647,-0.02730408501830039,-0.009349704615718532,0.03585797985253127,1.428556302090326e-16,-7.292299750837469e-18,6.959770112470913e-5,2.1983708892211386e-14,7.174541596502022e-15
