cm_X,cm_Y,cm_Z,t,LF_X,LF_Y,LF_Z,LR_X,LR_Y,LR_Z,MF_X,MF_Y,MF_Z,MR_X,MR_Y,MR_Z,U_X,U_Y,U_Z,MG_X,MG_Y,MG_Z,LG_X,LG_Y,LG_Z,MF_FY,MR_FY,MF_VY,MR_VY
2985.323,-1000.426,634.2662,0.0,2503.842,-808.9939,2.317443,2451.847,-808.9939,1.620216,3640.554,-788.9318,1015.92,3595.643,-791.474,1014.654,2607.896,-672.3291,1381.952,3618.647,-792.0654,999.6125,2478.16,-809.8562,-22.79789,28.43966,-38.80712,-28.25103,-26.82183
2980.398,-1000.543,634.271,0.01,2498.956,-808.9939,2.317201,2446.961,-808.9939,1.620415,3635.691,-789.2135,1015.92,3590.779,-791.7415,1014.654,2603.056,-672.3291,1381.949,3613.782,-792.3405,999.6125,2473.274,-809.8569,-22.79789,28.44632,-38.81869,-28.09057,-26.66604
2975.474,-1000.659,634.2758,0.02,2494.071,-808.9939,2.31696,2442.076,-808.9939,1.620613,3630.828,-789.4936,1015.92,3585.915,-792.0074,1014.654,2598.217,-672.3291,1381.946,3608.919,-792.614,999.6125,2468.388,-809.8576,-22.79789,28.45274,-38.82961,-27.93033,-26.51082
2970.55,-1000.774,634.2806,0.03,2489.187,-808.9939,2.31672,2437.191,-808.9939,1.62081,3625.966,-789.7721,1015.92,3581.052,-792.2717,1014.654,2593.379,-672.3291,1381.942,3604.056,-792.886,999.6125,2463.503,-809.8583,-22.79789,28.45905,-38.84017,-27.77051,-26.35615
2965.628,-1000.889,634.2853,0.04,2484.303,-808.9939,2.316481,2432.308,-808.9939,1.621007,3621.105,-790.0491,1015.92,3576.19,-792.5345,1014.654,2588.54,-672.3291,1381.939,3599.193,-793.1564,999.6125,2458.619,-809.859,-22.79789,28.46594,-38.85248,-27.61119,-26.20192
2960.707,-1001.003,634.2901,0.05,2479.42,-808.9939,2.316243,2427.424,-808.9939,1.621203,3616.244,-790.3244,1015.92,3571.328,-792.7957,1014.653,2583.703,-672.3291,1381.936,3594.331,-793.4252,999.6125,2453.736,-809.8596,-22.79789,28.47219,-38.86303,-27.45245,-26.04806
2955.786,-1001.116,634.2948,0.06,2474.537,-808.9939,2.316006,2422.542,-808.9939,1.621398,3611.383,-790.5981,1015.92,3566.467,-793.0554,1014.653,2578.865,-672.3291,1381.933,3589.47,-793.6924,999.6125,2448.853,-809.8603,-22.79789,28.4782,-38.87308,-27.29431,-25.89433
2950.866,-1001.229,634.2994,0.07,2469.656,-808.9939,2.31577,2417.66,-808.9939,1.621592,3606.524,-790.8703,1015.92,3561.607,-793.3136,1014.653,2574.028,-672.3291,1381.93,3584.609,-793.9581,999.6125,2443.971,-809.861,-22.79789,28.4839,-38.88243,-27.13682,-25.74074
2945.947,-1001.341,634.3041,0.08,2464.774,-808.9939,2.315535,2412.779,-808.9939,1.621785,3601.664,-791.1408,1015.92,3556.747,-793.5703,1014.653,2569.192,-672.3291,1381.927,3579.749,-794.2222,999.6125,2439.09,-809.8617,-22.79789,28.48943,-38.89153,-26.97995,-25.58719
2941.03,-1001.452,634.3087,0.09,2459.894,-808.9939,2.315301,2407.899,-808.9939,1.621978,3596.806,-791.4099,1015.92,3551.888,-793.8254,1014.653,2564.356,-672.3291,1381.924,3574.89,-794.4848,999.6125,2434.21,-809.8623,-22.79789,28.49439,-38.89939,-26.82365,-25.43355
2936.112,-1001.563,634.3132,0.1,2455.014,-808.9939,2.315068,2403.019,-808.9939,1.62217,3591.948,-791.6773,1015.92,3547.029,-794.0789,1014.653,2559.52,-672.3291,1381.92,3570.031,-794.7458,999.6125,2429.33,-809.863,-22.79789,28.49962,-38.90807,-26.66803,-25.27983
2931.196,-1001.672,634.3178,0.11,2450.135,-808.9939,2.314836,2398.14,-808.9939,1.622361,3587.091,-791.9432,1015.92,3542.171,-794.331,1014.653,2554.685,-672.3291,1381.917,3565.173,-795.0052,999.6125,2424.45,-809.8636,-22.79789,28.50491,-38.91711,-26.51285,-25.12598
2926.281,-1001.782,634.3223,0.12,2445.257,-808.9939,2.314604,2393.262,-808.9939,1.622551,3582.234,-792.2076,1015.92,3537.314,-794.5814,1014.653,2549.85,-672.3291,1381.914,3560.316,-795.2632,999.6125,2419.572,-809.8643,-22.79789,28.50966,-38.9248,-26.35816,-24.97192
2921.367,-1001.89,634.3268,0.13,2440.379,-808.9939,2.314374,2388.384,-808.9939,1.622741,3577.379,-792.4704,1015.92,3532.457,-794.8304,1014.653,2545.016,-672.3291,1381.911,3555.459,-795.5195,999.6125,2414.694,-809.8649,-22.79789,28.51461,-38.93321,-26.20384,-24.81774
2916.453,-1001.998,634.3312,0.14,2435.502,-808.9939,2.314145,2383.507,-808.9939,1.62293,3572.523,-792.7317,1015.92,3527.601,-795.0778,1014.653,2540.182,-672.3291,1381.908,3550.603,-795.7744,999.6125,2409.816,-809.8656,-22.79789,28.5195,-38.94161,-26.04983,-24.66345
2911.54,-1002.105,634.3357,0.15,2430.626,-808.9939,2.313916,2378.63,-808.9939,1.623119,3567.669,-792.9914,1015.92,3522.746,-795.3237,1014.653,2535.348,-672.3291,1381.905,3545.747,-796.0277,999.6125,2404.94,-809.8662,-22.79789,28.52444,-38.95014,-25.89605,-24.5092
2906.628,-1002.211,634.3401,0.16,2425.75,-808.9939,2.313689,2373.754,-808.9939,1.623306,3562.815,-793.2496,1015.92,3517.892,-795.568,1014.653,2530.515,-672.3291,1381.902,3540.893,-796.2794,999.6125,2400.064,-809.8669,-22.79789,28.52967,-38.95955,-25.74253,-24.35508
2901.717,-1002.317,634.3444,0.17,2420.875,-808.9939,2.313462,2368.879,-808.9939,1.623493,3557.962,-793.5062,1015.92,3513.038,-795.8108,1014.653,2525.682,-672.3291,1381.899,3536.039,-796.5296,999.6125,2395.188,-809.8675,-22.79789,28.53485,-38.96872,-25.58916,-24.20123
2896.807,-1002.422,634.3488,0.18,2416.0,-808.9939,2.313236,2364.005,-808.9939,1.62368,3553.109,-793.7614,1015.92,3508.185,-796.052,1014.653,2520.849,-672.3291,1381.896,3531.185,-796.7783,999.6125,2390.314,-809.8681,-22.79789,28.54053,-38.97911,-25.43587,-24.048
2891.898,-1002.526,634.3531,0.19,2411.126,-808.9939,2.313012,2359.131,-808.9939,1.623865,3548.258,-794.015,1015.92,3503.332,-796.2917,1014.652,2516.017,-672.3291,1381.893,3526.333,-797.0254,999.6125,2385.439,-809.8688,-22.79789,28.54615,-38.98916,-25.28267,-23.89534
2886.989,-1002.63,634.3573,0.2,2406.253,-808.9939,2.312788,2354.257,-808.9939,1.62405,3543.406,-794.267,1015.92,3498.48,-796.5299,1014.652,2511.185,-672.3291,1381.891,3521.48,-797.271,999.6125,2380.566,-809.8694,-22.79789,28.55257,-39.0013,-25.12946,-23.74321
2882.081,-1002.733,634.3616,0.21,2401.38,-808.9939,2.312565,2349.384,-808.9939,1.624234,3538.556,-794.5175,1015.92,3493.629,-796.7666,1014.652,2506.354,-672.3291,1381.888,3516.629,-797.5151,999.6125,2375.693,-809.87,-22.79789,28.55835,-39.0114,-24.97624,-23.59164
2877.175,-1002.835,634.3658,0.22,2396.508,-808.9939,2.312343,2344.512,-808.9939,1.624417,3533.706,-794.7665,1015.92,3488.778,-797.0018,1014.652,2501.523,-672.3291,1381.885,3511.778,-797.7576,999.6125,2370.82,-809.8706,-22.79789,28.56429,-39.02183,-24.82301,-23.4406
2872.268,-1002.936,634.37,0.23,2391.636,-808.9939,2.312123,2339.641,-808.9939,1.624599,3528.856,-795.014,1015.92,3483.928,-797.2354,1014.652,2496.692,-672.3291,1381.882,3506.928,-797.9986,999.6125,2365.949,-809.8712,-22.79789,28.57028,-39.03221,-24.66979,-23.29007
