t,x1,y1,z1,x2,y2,z2,x3,y3,z3
1.0449999999999997,2633.578579040763,-1006.866780154396,634.4332209238606,3253.6309074149053,-865.816619068162,999.2383060955857,2131.276233454521,-831.269565986545,-16.5862607324106
1.0499999999999996,2631.895030066165,-1006.8718029943642,634.4277960370819,3251.9579724846367,-865.8742073700855,999.2366315998041,2129.636636274837,-831.227025257906,-16.5868564611677
1.0549999999999995,2630.2114770446437,-1006.8760790434744,634.4221434516185,3250.2850433366857,-865.9316371922789,999.2348868780033,2127.9981382417627,-831.1830516705816,-16.587477400425
1.0599999999999994,2628.527922744799,-1006.8795969564867,634.4162594191154,3248.6121233078147,-865.9889085296235,999.2330707757035,2126.3607232264953,-831.1376209337567,-16.58812397880482
1.0649999999999993,2626.844367804623,-1006.8820890797648,634.4100559659664,3246.939227086082,-866.0460145161842,999.23115613733,2124.7239762480795,-831.0900372520063,-16.588805940661647
1.0699999999999992,2625.1608132267897,-1006.8831799992711,634.4034096966584,3245.2663753770576,-866.1029452751739,999.2291048740171,2123.0873165779212,-831.0393191387936,-16.589536944049943
1.074999999999999,2623.4772640802967,-1006.8828647281609,634.3963189294941,3243.593573250528,-866.1597008652125,999.2269164722819,2121.4507418097405,-830.9854532996828,-16.590317180582264
1.079999999999999,2621.7937208087915,-1006.8811690587742,634.3887920608419,3241.920819312456,-866.2162824268437,999.2245935300293,2119.814292642861,-830.9285069402738,-16.591145726260812
1.0849999999999989,2620.1101847105783,-1006.8780786798778,634.3808242942305,3240.248115065411,-866.2726900280059,999.2221345728442,2118.1779483964106,-830.8684419512305,-16.59202311507974
1.0899999999999987,2618.4266570792647,-1006.8735950639523,634.3724160609843,3238.575461534282,-866.3289238285719,999.2195397403598,2116.54171314025,-830.8052622176982,-16.592949301735082
1.0949999999999986,2616.7431390347965,-1006.8677200872982,634.3635679337821,3236.902859556984,-866.3849839825488,999.216809216132,2114.9055915246104,-830.7389727703181,-16.59392422423063
1.0999999999999985,2615.059631776906,-1006.8604527088651,634.3542795144847,3235.2303102347705,-866.4408706499227,999.2139428843515,2113.269583685452,-830.6695708690381,-16.59494792682457
1.1049999999999984,2613.376136490631,-1006.8517930767109,634.3445507851516,3233.55781444638,-866.4965840646809,999.2109407468977,2111.6336915792517,-830.5970568005133,-16.59602041066342
1.1099999999999983,2611.6926543538584,-1006.841741254649,634.334381731671,3231.8853730971264,-866.5521242911874,999.2078028071177,2109.997917209394,-830.5214308872906,-16.597141675391548
1.1149999999999982,2610.009186550986,-1006.8302971176682,634.3237722557865,3230.2129872228384,-866.6074915303163,999.2045290427403,2108.362262217257,-830.4426928292179,-16.598311728886298
1.119999999999998,2608.3257342630714,-1006.817460723695,634.3127222899103,3228.5406576480686,-866.6626860674013,999.2011194412411,2106.7267284471977,-830.3608426078202,-16.59953057456132
1.124999999999998,2606.6422986704624,-1006.8032320254495,634.3012317679654,3226.868385276771,-866.7177080403688,999.1975739908879,2105.0913177480766,-830.2758801849069,-16.60079821459905
1.129999999999998,2604.9588809553725,-1006.7876109488794,634.2893006293846,3225.1961710226774,-866.7725576563997,999.1938926819668,2103.4560319748875,-830.1878054270788,-16.60211464951277
1.1349999999999978,2603.2754823004607,-1006.7705974316996,634.276928794288,3223.524015826892,-866.8272351416429,999.1900754991232,2101.8208729887074,-830.0966181981318,-16.60347988088819
1.1399999999999977,2601.5921038893284,-1006.7521914311839,634.2641161781531,3221.8519205351663,-866.8817407205278,999.1861224258807,2100.1858426734075,-830.0023183692849,-16.60489390976678
1.1449999999999976,2599.9087469047518,-1006.7323929273418,634.2508627124902,3220.179885878163,-866.936074676675,999.1820334510795,2098.550942973424,-829.9049057986414,-16.60635673437449
1.1499999999999975,2598.225412529533,-1006.7112017753567,634.2371683445525,3218.507912816632,-866.9902372091142,999.1778085686909,2096.9161758363202,-829.8043803088736,-16.607868350143693
1.1549999999999974,2596.542101948481,-1006.6886178555925,634.2230329708373,3216.836002244929,-867.0442285281299,999.1734477573698,2095.2815431829254,-829.7007416611132,-16.609428757066578
1.1599999999999973,2594.85881634826,-1006.6646410875258,634.2084565128965,3215.1641549643823,-867.0980489494013,999.1689510038287,2093.647046974189,-829.593989608971,-16.61103795132727
1.1649999999999971,2593.1755569127636,-1006.6392713824413,634.1934389331303,3213.4923718197306,-867.1516987600609,999.1643183077078,2092.0126892569424,-829.4841240236169,-16.612695923561876
1.169999999999997,2591.492324826411,-1006.6125086288434,634.177980161462,3211.8206535479585,-867.2051781968981,999.1595496589518,2090.378472034903,-829.371144688665,-16.61440266695486
1.174999999999997,2589.809121277531,-1006.5843526479963,634.1620801177163,3210.1490009949766,-867.2584875322392,999.1546450447245,2088.7443972933384,-829.2550512556543,-16.616158174772977
1.1799999999999968,2588.1259474537624,-1006.5548033260425,634.145738733851,3208.47741498864,-867.3116271278467,999.1496044562618,2087.110467127121,-829.1358434589035,-16.61796243791529
1.1849999999999967,2586.442804541921,-1006.5238604544098,634.1289559404325,3206.805896433341,-867.3645972091405,999.1444278847156,2085.476683634905,-829.0135210178851,-16.6198154464114
1.1899999999999966,2584.759693730429,-1006.4915238670542,634.1117316920567,3205.1344460352257,-867.4173980507576,999.1391153289624,2083.8430489087827,-828.8880836519321,-16.621717186611857
1.1949999999999965,2583.0766162095133,-1006.4577934249583,634.0940659203334,3203.463064511133,-867.4700300076008,999.1336667811188,2082.2095650521505,-828.7595310369321,-16.623667646384657
1.1999999999999964,2581.393573170158,-1006.4226689354088,634.0759584909516,3201.79175274925,-867.5224933573223,999.1280822133415,2080.5762341645823,-828.6278627960555,-16.625666819864588
1.2049999999999963,2579.7105658047103,-1006.3861503025369,634.0574092186242,3200.1205114679333,-867.5747884436062,999.1223615823942,2078.943058360242,-828.4930785445729,-16.627714705796944
1.2099999999999962,2578.0275953076575,-1006.3482374083694,634.038417925746,3198.4493413213613,-867.6269155639071,999.1165048477444,2077.310039725626,-828.3551778874111,-16.629811301065164
1.214999999999996,2576.3446628732936,-1006.3089300803053,634.0189844584,3196.7782431464775,-867.6788749661152,999.110511976552,2075.6771803303823,-828.2141604866424,-16.631956598937098
